trade_date,close,pe
2021-05-18,5187.6013,14.2446
2021-05-19,5172.272,14.1893
2021-05-20,5186.412,14.2142
2021-05-21,5134.1483,14.0871
2021-05-24,5155.5875,14.1352
2021-05-25,5318.478,14.541
2021-05-26,5320.5927,14.5595
2021-05-27,5338.2329,14.5935
2021-05-28,5321.0886,14.564
2021-05-31,5331.5696,14.5572
2021-06-01,5341.6798,14.5818
2021-06-02,5289.9736,14.4716
2021-06-03,5255.2855,14.3917
2021-06-04,5282.2772,14.4529
2021-06-07,5277.6271,14.4482
2021-06-08,5232.1165,14.3558
2021-06-09,5236.4493,14.3755
2021-06-10,5271.4661,14.449
2021-06-11,5224.703,14.3477
2021-06-15,5166.5597,14.6723
2021-06-16,5080.4909,14.4793
2021-06-17,5101.8924,14.5001
2021-06-18,5102.4657,14.4909
2021-06-21,5090.3854,14.4551
2021-06-22,5122.1583,14.5508
2021-06-23,5147.3938,14.5972
2021-06-24,5155.9738,14.6293
2021-06-25,5239.9684,14.8483
2021-06-28,5251.7604,14.8517
2021-06-29,5190.5445,14.6863
2021-06-30,5224.041,14.7672
2021-07-01,5229.6642,14.7822
2021-07-02,5081.1172,14.4182
2021-07-05,5085.7924,14.4478
2021-07-06,5083.1043,14.4379
2021-07-07,5140.4899,14.5488
2021-07-08,5088.2566,14.3906
2021-07-09,5069.4361,14.333
2021-07-12,5132.7088,14.4451
2021-07-13,5142.0991,14.4752
2021-07-14,5083.0849,14.3015
2021-07-15,5151.4626,14.4405
2021-07-16,5094.7727,14.3065
2021-07-19,5113.4945,14.3305
2021-07-20,5108.9941,14.304
2021-07-21,5144.0428,14.3859
2021-07-22,5151.7517,14.4269
2021-07-23,5089.2282,14.2968
2021-07-26,4925.299,13.863
2021-07-27,4751.313,13.4409
2021-07-28,4760.4826,13.4603
2021-07-29,4850.2746,13.6355
2021-07-30,4811.1695,13.5191
2021-08-02,4933.736,13.8378
2021-08-03,4934.4583,13.8124
2021-08-04,4978.8479,13.907
2021-08-05,4948.6703,13.8253
2021-08-06,4921.5647,13.7614
2021-08-09,4985.5627,13.9283
2021-08-10,5043.148,14.0611
2021-08-11,5015.3406,14.0273
2021-08-12,4973.3509,13.9375
2021-08-13,4945.9829,13.8639
2021-08-16,4941.0676,13.8287
2021-08-17,4837.4034,13.5685
2021-08-18,4894.2384,13.7275
2021-08-19,4862.1394,13.6356
2021-08-20,4769.2678,13.4136
2021-08-23,4835.8782,13.5589
2021-08-24,4888.3902,13.6643
2021-08-25,4898.1572,13.6813
2021-08-26,4801.6094,13.4464
2021-08-27,4827.0433,13.4251
2021-08-30,4813.2703,13.0705
2021-08-31,4805.6099,12.8827
2021-09-01,4869.4587,13.0619
2021-09-02,4869.4113,13.0745
2021-09-03,4843.0624,13.0287
2021-09-06,4933.7262,13.2403
2021-09-07,4992.8294,13.3947
2021-09-08,4972.1324,13.3669
2021-09-09,4970.0133,13.3954
2021-09-10,5013.5219,13.4763
2021-09-13,4991.6598,13.4725
2021-09-14,4917.1617,13.2744
2021-09-15,4867.3187,13.1637
2021-09-16,4807.6978,13.0139
2021-09-17,4855.9402,13.1014
2021-09-22,4821.7675,13.0417
2021-09-23,4853.1957,13.1121
2021-09-24,4849.4277,13.0747
2021-09-27,4877.3698,13.1287
2021-09-28,4883.828,13.1804
2021-09-29,4833.9281,13.033
2021-09-30,4866.3826,13.0975
2021-10-08,4929.9409,13.2703
2021-10-11,4936.1918,13.3021
2021-10-12,4883.8369,13.1691
2021-10-13,4940.1089,13.2614
2021-10-14,4913.6123,13.2054
2021-10-15,4932.1084,13.2583
2021-10-18,4874.7753,13.1312
2021-10-19,4922.7232,13.2687
2021-10-20,4910.1846,13.2298
2021-10-21,4928.0156,13.2739
2021-10-22,4959.7254,13.3171
2021-10-25,4979.5235,13.3481
2021-10-26,4963.0984,13.2908
2021-10-27,4898.1644,13.1494
2021-10-28,4864.138,13.0959
2021-10-29,4908.7701,13.3042
2021-11-01,4890.6851,13.143
2021-11-02,4839.8457,13.0063
2021-11-03,4821.1119,12.9538
2021-11-04,4868.7419,13.0591
2021-11-05,4842.3458,12.9796
2021-11-08,4848.1795,12.9975
2021-11-09,4846.7444,12.9931
2021-11-10,4821.1925,12.9165
2021-11-11,4898.6529,13.1054
2021-11-12,4888.3749,13.0735
2021-11-15,4882.3777,13.056
2021-11-16,4883.3206,13.0549
2021-11-17,4885.7544,13.064
2021-11-18,4837.6185,12.9601
2021-11-19,4890.0575,13.0998
2021-11-22,4912.399,13.1517
2021-11-23,4913.3457,13.1557
2021-11-24,4916.6579,13.1719
2021-11-25,4896.4416,13.1169
2021-11-26,4860.1265,13.0145
2021-11-29,4851.423,12.9815
2021-11-30,4832.026,12.9476
2021-12-01,4843.851,12.9982
2021-12-02,4856.163,13.04
2021-12-03,4901.0175,13.1551
2021-12-06,4892.6209,13.1382
2021-12-07,4922.1015,13.2119
2021-12-08,4995.9298,13.3764
2021-12-09,5078.6901,13.5772
2021-12-10,5055.1172,13.5138
2021-12-13,5083.8007,14.3742
2021-12-14,5049.6953,14.2667
2021-12-15,5005.8991,14.1622
2021-12-16,5034.7321,14.2491
2021-12-17,4954.7599,14.0533
2021-12-20,4880.4178,13.8775
2021-12-21,4913.4853,13.9777
2021-12-22,4914.4544,13.9702
2021-12-23,4948.7389,14.07
2021-12-24,4921.3449,14.0017
2021-12-27,4919.3238,13.9941
2021-12-28,4955.9644,14.0743
2021-12-29,4883.4804,13.8924
2021-12-30,4921.5109,13.9724
2021-12-31,4940.3733,14.0201
2022-01-04,4917.7653,13.9854
2022-01-05,4868.1202,13.8884
